trip_id,arrival_time,departure_time,location_group_id,location_id,stop_id,stop_sequence,stop_headsign,start_pickup_drop_off_window,pickup_type,drop_off_type,continuous_pickup,continuous_drop_off,shape_dist_traveled,timepoint,pickup_booking_rule_id,drop_off_booking_rule_id
20250407-Semaine-01-925-0-1100,11:33:00,11:33:00,,,F261-01,40,,,0,0,0,3,30068.916,1,,
20250407-Semaine-01-925-0-1100,11:33:48,11:33:48,,,F272-01,41,,,0,0,0,3,30571.752,0,,
20250407-Semaine-01-925-0-1100,11:34:36,11:34:36,,,F272-04,42,,,0,0,0,3,31076.69,0,,
20250407-Semaine-01-925-0-1100,11:35:03,11:35:03,,,F272-06,43,,,0,0,0,3,31351.691,0,,
20250407-Semaine-01-925-0-1100,11:35:31,11:35:31,,,F272-07,44,,,0,0,0,3,31640.691,0,,
20250407-Semaine-01-925-0-1100,11:36:00,11:36:00,,,F272-22,45,,,0,0,0,3,31941.408,1,,
20250407-Semaine-01-925-0-1100,11:36:24,11:36:24,,,F272-09,46,,,0,0,0,3,32195.408,0,,
20250407-Semaine-01-925-0-1100,11:37:08,11:37:08,,,F272-11,47,,,0,0,0,3,32663.41,0,,
20250407-Semaine-01-925-0-1100,11:38:01,11:38:01,,,F272-26,48,,,0,0,0,3,33225.41,0,,
20250407-Semaine-01-925-0-1100,11:39:07,11:39:07,,,F272-13,49,,,0,0,1,1,33924.67,0,,
20250407-Semaine-01-925-0-1100,11:44:00,11:44:00,,,F912-51,50,En transit - Descente seulement,,1,0,1,1,37005.49,1,,
20250407-Semaine-01-925-0-1100,11:45:00,11:45:00,,,F912-20,51,En transit - Descente seulement,,1,0,1,1,37410.234,1,,
20250407-Semaine-01-925-0-1100,11:46:00,11:46:00,,,F912-21,52,En transit - Descente seulement,,1,0,1,1,38416.605,1,,
20250407-Semaine-01-925-0-1100,11:50:00,11:50:00,,,F912-46,53,En transit - Descente seulement,,1,0,1,1,39699.625,1,,
20250407-Semaine-01-925-0-1100,11:52:00,11:52:00,,,FL912-25,54,En transit - Descente seulement,,1,0,1,1,40820.305,1,,
20250407-Semaine-01-925-0-1100,11:52:50,11:52:50,,,F912-48,55,En transit - Descente seulement,,1,0,1,1,41060.074,0,,
20250407-Semaine-01-925-0-1100,11:55:00,11:55:00,,,F912-01,56,En transit - Descente seulement,,1,0,1,1,41680.492,1,,
20250407-Semaine-01-925-1-1200,12:00:00,12:00:00,,,F912-01,0,,,0,1,1,1,0,1,,
20250407-Semaine-01-925-1-1200,12:01:00,12:01:00,,,F912-18,1,,,0,1,1,1,291.3855,1,,
20250407-Semaine-01-925-1-1200,12:04:28,12:04:28,,,F912-26,2,,,0,1,1,1,1570.0317,0,,
20250407-Semaine-01-925-1-1200,12:05:00,12:05:00,,,FL912-24,3,,,0,1,1,1,1760.6451,1,,
20250407-Semaine-01-925-1-1200,12:07:00,12:07:00,,,F912-49,4,,,0,1,1,1,2879.4849,1,,
20250407-Semaine-01-925-1-1200,12:11:00,12:11:00,,,F912-22,5,,,0,1,1,1,4266.0664,1,,
20250407-Semaine-01-925-1-1200,12:12:00,12:12:00,,,F912-23,6,,,0,1,1,1,5186.126,1,,
20250407-Semaine-01-925-1-1200,12:13:00,12:13:00,,,F912-51,7,,,0,1,1,1,5820.8193,1,,
20250407-Semaine-01-925-1-1200,12:18:39,12:18:39,,,F272-12,8,,,0,0,0,3,9126.259,0,,
20250407-Semaine-01-925-1-1200,12:19:50,12:19:50,,,F272-24,9,,,0,0,0,3,9817.8,0,,
20250407-Semaine-01-925-1-1200,12:20:48,12:20:48,,,F272-10,10,,,0,0,0,3,10384.6045,0,,
20250407-Semaine-01-925-1-1200,12:21:38,12:21:38,,,F272-08,11,,,0,0,0,3,10865.591,0,,
20250407-Semaine-01-925-1-1200,12:22:00,12:22:00,,,FL272-23,12,,,0,0,0,3,11078.412,1,,
20250407-Semaine-01-925-1-1200,12:22:20,12:22:20,,,F272-25,13,,,0,0,0,3,11422.124,0,,
20250407-Semaine-01-925-1-1200,12:22:37,12:22:37,,,F272-05,14,,,0,0,0,3,11709.518,0,,
20250407-Semaine-01-925-1-1200,12:22:53,12:22:53,,,F272-03,15,,,0,0,0,3,11983.938,0,,
20250407-Semaine-01-925-1-1200,12:23:23,12:23:23,,,F272-02,16,,,0,0,0,3,12487.876,0,,
20250407-Semaine-01-925-1-1200,12:24:00,12:24:00,,,F261-05,17,,,0,0,0,3,13102.117,1,,
20250407-Semaine-01-925-1-1200,12:25:00,12:25:00,,,F261-35,18,,,0,0,0,3,13384.221,1,,
20250407-Semaine-01-925-1-1200,12:25:56,12:25:56,,,F261-04,19,,,0,0,0,3,14217.235,0,,
20250407-Semaine-01-925-1-1200,12:26:40,12:26:40,,,F262-01,20,,,0,0,0,3,14867.863,0,,
20250407-Semaine-01-925-1-1200,12:26:54,12:26:54,,,F262-17,21,,,0,0,0,3,15077.422,0,,
20250407-Semaine-01-925-1-1200,12:27:31,12:27:31,,,F262-18,22,,,0,0,0,3,15623.2705,0,,
20250407-Semaine-01-925-1-1200,12:28:04,12:28:04,,,F252-01,23,,,0,0,0,3,16116.23,0,,
20250407-Semaine-01-925-1-1200,12:28:39,12:28:39,,,F252-04,24,,,0,0,0,3,16625.158,0,,
20250407-Semaine-01-925-1-1200,12:28:58,12:28:58,,,F252-27,25,,,0,0,0,3,16907.562,0,,
20250407-Semaine-01-925-1-1200,12:29:21,12:29:21,,,F252-28,26,,,0,0,0,3,17254.83,0,,
20250407-Semaine-01-925-1-1200,12:29:42,12:29:42,,,F252-29,27,,,0,0,0,3,17563.18,0,,
20250407-Semaine-01-925-1-1200,12:29:58,12:29:58,,,F252-30,28,,,0,0,0,3,17796.688,0,,
20250407-Semaine-01-925-1-1200,12:30:45,12:30:45,,,F252-31,29,,,0,0,0,3,18490.223,0,,
20250407-Semaine-01-925-1-1200,12:31:17,12:31:17,,,F252-32,30,,,0,0,0,3,18964.223,0,,
20250407-Semaine-01-925-1-1200,12:31:49,12:31:49,,,F252-33,31,,,0,0,0,3,19435.23,0,,
20250407-Semaine-01-925-1-1200,12:33:08,12:33:08,,,F251-33,32,,,0,0,0,3,20614.738,0,,
20250407-Semaine-01-925-1-1200,12:33:28,12:33:28,,,F251-34,33,,,0,0,0,3,20904.125,0,,
20250407-Semaine-01-925-1-1200,12:34:09,12:34:09,,,F251-35,34,,,0,0,0,3,21508.85,0,,
20250407-Semaine-01-925-1-1200,12:35:21,12:35:21,,,F251-36,35,,,0,0,0,3,22568.56,0,,
20250407-Semaine-01-925-1-1200,12:36:24,12:36:24,,,F251-37,36,,,0,0,0,3,23510.574,0,,
20250407-Semaine-01-925-1-1200,12:37:00,12:37:00,,,F251-38,37,,,0,0,0,3,24031.475,1,,
20250407-Semaine-01-925-1-1200,12:37:00,12:37:00,,,F251-39,38,,,0,0,0,3,24032.473,0,,
20250407-Semaine-01-925-1-1200,12:37:33,12:37:33,,,F251-40,39,,,0,0,0,3,24743.973,0,,
20250407-Semaine-01-925-1-1200,12:38:49,12:38:49,,,F241-23,40,,,0,0,0,3,26372.525,0,,
20250407-Semaine-01-925-1-1200,12:39:06,12:39:06,,,F241-24,41,,,0,0,0,3,26735.76,0,,
20250407-Semaine-01-925-1-1200,12:39:17,12:39:17,,,F241-02,42,,,0,0,0,3,26964.064,0,,
20250407-Semaine-01-925-1-1200,12:39:52,12:39:52,,,FL241-01,43,,,0,0,0,3,27714.89,0,,
20250407-Semaine-01-925-1-1200,12:40:00,12:40:00,,,F241-25,44,,,0,0,0,3,27874.482,1,,
20250407-Semaine-01-925-1-1200,12:40:10,12:40:10,,,F241-08,45,,,0,0,0,3,28020.68,0,,
20250407-Semaine-01-925-1-1200,12:40:53,12:40:53,,,F241-26,46,,,0,0,0,3,28617.023,0,,
20250407-Semaine-01-925-1-1200,12:43:46,12:43:46,,,F231-16,47,,,0,0,0,3,31020.982,0,,
20250407-Semaine-01-925-1-1200,12:44:43,12:44:43,,,F231-14,48,,,0,0,0,3,31816.12,0,,
20250407-Semaine-01-925-1-1200,12:46:00,12:46:00,,,F231-01,49,,,0,0,0,3,32873.594,1,,
20250407-Semaine-01-925-1-1200,12:46:45,12:46:45,,,F231-13,50,,,0,0,0,3,33962.473,0,,
20250407-Semaine-01-925-1-1200,12:49:12,12:49:12,,,F213-10,51,,,0,0,0,3,37461.094,0,,
20250407-Semaine-01-925-1-1200,12:50:00,12:50:00,,,F213-15,52,,,0,0,0,3,38590.445,1,,
20250407-Semaine-01-925-1-1200,12:50:22,12:50:22,,,F213-08,53,,,0,0,0,3,38922.58,0,,
20250407-Semaine-01-925-1-1200,12:51:13,12:51:13,,,F213-13,54,,,0,0,0,3,39671.195,0,,
20250407-Semaine-01-925-1-1200,12:52:14,12:52:14,,,F213-07,55,,,0,0,0,3,40574.293,0,,
20250407-Semaine-01-925-1-1200,12:53:00,12:53:00,,,F213-06,56,,,0,0,0,3,41243.88,1,,
20250407-Semaine-01-925-1-1200,12:54:40,12:54:40,,,F213-04,57,,,0,0,0,3,42294.664,0,,
20250407-Semaine-01-925-1-1200,12:55:09,12:55:09,,,F213-12,58,,,0,0,0,3,42595.03,0,,
20250407-Semaine-01-925-1-1200,12:56:00,12:56:00,,,F213-01,59,,,0,0,0,3,43128.902,1,,
20250407-Semaine-01-925-1-1515,15:15:00,15:15:00,,,F912-01,0,,,0,1,1,1,0,1,,
20250407-Semaine-01-925-1-1515,15:16:00,15:16:00,,,F912-18,1,,,0,1,1,1,291.3855,1,,
20250407-Semaine-01-925-1-1515,15:20:21,15:20:21,,,F912-26,2,,,0,1,1,1,1570.0317,0,,
20250407-Semaine-01-925-1-1515,15:21:00,15:21:00,,,FL912-24,3,,,0,1,1,1,1760.6451,1,,
20250407-Semaine-01-925-1-1515,15:25:00,15:25:00,,,F912-49,4,,,0,1,1,1,2879.4849,1,,
20250407-Semaine-01-925-1-1515,15:29:00,15:29:00,,,F912-22,5,,,0,1,1,1,4266.0664,1,,
20250407-Semaine-01-925-1-1515,15:30:00,15:30:00,,,F912-23,6,,,0,1,1,1,5186.126,1,,
20250407-Semaine-01-925-1-1515,15:31:00,15:31:00,,,F912-51,7,,,0,1,1,1,5820.8193,1,,
20250407-Semaine-01-925-1-1515,15:36:39,15:36:39,,,F272-12,8,,,0,0,0,3,9126.259,0,,
20250407-Semaine-01-925-1-1515,15:37:50,15:37:50,,,F272-24,9,,,0,0,0,3,9817.8,0,,
20250407-Semaine-01-925-1-1515,15:38:48,15:38:48,,,F272-10,10,,,0,0,0,3,10384.6045,0,,
20250407-Semaine-01-925-1-1515,15:39:38,15:39:38,,,F272-08,11,,,0,0,0,3,10865.591,0,,
20250407-Semaine-01-925-1-1515,15:40:00,15:40:00,,,FL272-23,12,,,0,0,0,3,11078.412,1,,
20250407-Semaine-01-925-1-1515,15:40:20,15:40:20,,,F272-25,13,,,0,0,0,3,11422.124,0,,
20250407-Semaine-01-925-1-1515,15:40:37,15:40:37,,,F272-05,14,,,0,0,0,3,11709.518,0,,
20250407-Semaine-01-925-1-1515,15:40:53,15:40:53,,,F272-03,15,,,0,0,0,3,11983.938,0,,
20250407-Semaine-01-925-1-1515,15:41:23,15:41:23,,,F272-02,16,,,0,0,0,3,12487.876,0,,
20250407-Semaine-01-925-1-1515,15:42:00,15:42:00,,,F261-05,17,,,0,0,0,3,13102.117,1,,
20250407-Semaine-01-925-1-1515,15:43:00,15:43:00,,,F261-35,18,,,0,0,0,3,13384.221,1,,
20250407-Semaine-01-925-1-1515,15:43:56,15:43:56,,,F261-04,19,,,0,0,0,3,14217.235,0,,
20250407-Semaine-01-925-1-1515,15:44:40,15:44:40,,,F262-01,20,,,0,0,0,3,14867.863,0,,
20250407-Semaine-01-925-1-1515,15:44:54,15:44:54,,,F262-17,21,,,0,0,0,3,15077.422,0,,
20250407-Semaine-01-925-1-1515,15:45:31,15:45:31,,,F262-18,22,,,0,0,0,3,15623.2705,0,,
20250407-Semaine-01-925-1-1515,15:46:04,15:46:04,,,F252-01,23,,,0,0,0,3,16116.23,0,,
20250407-Semaine-01-925-1-1515,15:46:39,15:46:39,,,F252-04,24,,,0,0,0,3,16625.158,0,,
20250407-Semaine-01-925-1-1515,15:46:58,15:46:58,,,F252-27,25,,,0,0,0,3,16907.562,0,,
20250407-Semaine-01-925-1-1515,15:47:21,15:47:21,,,F252-28,26,,,0,0,0,3,17254.83,0,,
20250407-Semaine-01-925-1-1515,15:47:42,15:47:42,,,F252-29,27,,,0,0,0,3,17563.18,0,,
20250407-Semaine-01-925-1-1515,15:47:58,15:47:58,,,F252-30,28,,,0,0,0,3,17796.688,0,,
20250407-Semaine-01-925-1-1515,15:48:45,15:48:45,,,F252-31,29,,,0,0,0,3,18490.223,0,,
20250407-Semaine-01-925-1-1515,15:49:17,15:49:17,,,F252-32,30,,,0,0,0,3,18964.223,0,,
20250407-Semaine-01-925-1-1515,15:49:49,15:49:49,,,F252-33,31,,,0,0,0,3,19435.23,0,,
20250407-Semaine-01-925-1-1515,15:51:08,15:51:08,,,F251-33,32,,,0,0,0,3,20614.738,0,,
20250407-Semaine-01-925-1-1515,15:51:28,15:51:28,,,F251-34,33,,,0,0,0,3,20904.125,0,,
20250407-Semaine-01-925-1-1515,15:52:09,15:52:09,,,F251-35,34,,,0,0,0,3,21508.85,0,,
20250407-Semaine-01-925-1-1515,15:53:21,15:53:21,,,F251-36,35,,,0,0,0,3,22568.56,0,,
20250407-Semaine-01-925-1-1515,15:54:24,15:54:24,,,F251-37,36,,,0,0,0,3,23510.574,0,,
20250407-Semaine-01-925-1-1515,15:55:00,15:55:00,,,F251-38,37,,,0,0,0,3,24031.475,1,,
20250407-Semaine-01-925-1-1515,15:55:00,15:55:00,,,F251-39,38,,,0,0,0,3,24032.473,0,,
20250407-Semaine-01-925-1-1515,15:55:33,15:55:33,,,F251-40,39,,,0,0,0,3,24743.973,0,,
20250407-Semaine-01-925-1-1515,15:56:49,15:56:49,,,F241-23,40,,,0,0,0,3,26372.525,0,,
20250407-Semaine-01-925-1-1515,15:57:06,15:57:06,,,F241-24,41,,,0,0,0,3,26735.76,0,,
20250407-Semaine-01-925-1-1515,15:57:17,15:57:17,,,F241-02,42,,,0,0,0,3,26964.064,0,,
20250407-Semaine-01-925-1-1515,15:57:52,15:57:52,,,FL241-01,43,,,0,0,0,3,27714.89,0,,
20250407-Semaine-01-925-1-1515,15:58:00,15:58:00,,,F241-25,44,,,0,0,0,3,27874.482,1,,
20250407-Semaine-01-925-1-1515,15:58:10,15:58:10,,,F241-08,45,,,0,0,0,3,28020.68,0,,
20250407-Semaine-01-925-1-1515,15:58:53,15:58:53,,,F241-26,46,,,0,0,0,3,28617.023,0,,
20250407-Semaine-01-925-1-1515,16:01:46,16:01:46,,,F231-16,47,,,0,0,0,3,31020.982,0,,
20250407-Semaine-01-925-1-1515,16:02:43,16:02:43,,,F231-14,48,,,0,0,0,3,31816.12,0,,
20250407-Semaine-01-925-1-1515,16:04:00,16:04:00,,,F231-01,49,,,0,0,0,3,32873.594,1,,
20250407-Semaine-01-925-1-1515,16:04:45,16:04:45,,,F231-13,50,,,0,0,0,3,33962.473,0,,
20250407-Semaine-01-925-1-1515,16:07:12,16:07:12,,,F213-10,51,,,0,0,0,3,37461.094,0,,
20250407-Semaine-01-925-1-1515,16:08:00,16:08:00,,,F213-15,52,,,0,0,0,3,38590.445,1,,
20250407-Semaine-01-925-1-1515,16:08:22,16:08:22,,,F213-08,53,,,0,0,0,3,38922.58,0,,
20250407-Semaine-01-925-1-1515,16:09:13,16:09:13,,,F213-13,54,,,0,0,0,3,39671.195,0,,
20250407-Semaine-01-925-1-1515,16:10:14,16:10:14,,,F213-07,55,,,0,0,0,3,40574.293,0,,
20250407-Semaine-01-925-1-1515,16:11:00,16:11:00,,,F213-06,56,,,0,0,0,3,41243.88,1,,
20250407-Semaine-01-925-1-1515,16:12:40,16:12:40,,,F213-04,57,,,0,0,0,3,42294.664,0,,
20250407-Semaine-01-925-1-1515,16:13:09,16:13:09,,,F213-12,58,,,0,0,0,3,42595.03,0,,
20250407-Semaine-01-925-1-1515,16:14:00,16:14:00,,,F213-01,59,,,0,0,0,3,43128.902,1,,
20250407-Semaine-01-925-1-1615,16:15:00,16:15:00,,,F912-01,0,,,0,1,1,1,0,1,,
20250407-Semaine-01-925-1-1615,16:16:00,16:16:00,,,F912-18,1,,,0,1,1,1,291.3855,1,,
20250407-Semaine-01-925-1-1615,16:20:21,16:20:21,,,F912-26,2,,,0,1,1,1,1570.0317,0,,
20250407-Semaine-01-925-1-1615,16:21:00,16:21:00,,,FL912-24,3,,,0,1,1,1,1760.6451,1,,
20250407-Semaine-01-925-1-1615,16:25:00,16:25:00,,,F912-49,4,,,0,1,1,1,2879.4849,1,,
20250407-Semaine-01-925-1-1615,16:29:00,16:29:00,,,F912-22,5,,,0,1,1,1,4266.0664,1,,
20250407-Semaine-01-925-1-1615,16:30:00,16:30:00,,,F912-23,6,,,0,1,1,1,5186.126,1,,
20250407-Semaine-01-925-1-1615,16:31:00,16:31:00,,,F912-51,7,,,0,1,1,1,5820.8193,1,,
20250407-Semaine-01-925-1-1615,16:36:39,16:36:39,,,F272-12,8,,,0,0,0,3,9126.259,0,,
20250407-Semaine-01-925-1-1615,16:37:50,16:37:50,,,F272-24,9,,,0,0,0,3,9817.8,0,,
20250407-Semaine-01-925-1-1615,16:38:48,16:38:48,,,F272-10,10,,,0,0,0,3,10384.6045,0,,
20250407-Semaine-01-925-1-1615,16:39:38,16:39:38,,,F272-08,11,,,0,0,0,3,10865.591,0,,
20250407-Semaine-01-925-1-1615,16:40:00,16:40:00,,,FL272-23,12,,,0,0,0,3,11078.412,1,,
20250407-Semaine-01-925-1-1615,16:40:20,16:40:20,,,F272-25,13,,,0,0,0,3,11422.124,0,,
20250407-Semaine-01-925-1-1615,16:40:37,16:40:37,,,F272-05,14,,,0,0,0,3,11709.518,0,,
20250407-Semaine-01-925-1-1615,16:40:53,16:40:53,,,F272-03,15,,,0,0,0,3,11983.938,0,,
20250407-Semaine-01-925-1-1615,16:41:23,16:41:23,,,F272-02,16,,,0,0,0,3,12487.876,0,,
20250407-Semaine-01-925-1-1615,16:42:00,16:42:00,,,F261-05,17,,,0,0,0,3,13102.117,1,,
20250407-Semaine-01-925-1-1615,16:43:00,16:43:00,,,F261-35,18,,,0,0,0,3,13384.221,1,,
20250407-Semaine-01-925-1-1615,16:43:56,16:43:56,,,F261-04,19,,,0,0,0,3,14217.235,0,,
20250407-Semaine-01-925-1-1615,16:44:40,16:44:40,,,F262-01,20,,,0,0,0,3,14867.863,0,,
20250407-Semaine-01-925-1-1615,16:44:54,16:44:54,,,F262-17,21,,,0,0,0,3,15077.422,0,,
20250407-Semaine-01-925-1-1615,16:45:31,16:45:31,,,F262-18,22,,,0,0,0,3,15623.2705,0,,
20250407-Semaine-01-925-1-1615,16:46:04,16:46:04,,,F252-01,23,,,0,0,0,3,16116.23,0,,
20250407-Semaine-01-925-1-1615,16:46:39,16:46:39,,,F252-04,24,,,0,0,0,3,16625.158,0,,
20250407-Semaine-01-925-1-1615,16:46:58,16:46:58,,,F252-27,25,,,0,0,0,3,16907.562,0,,
20250407-Semaine-01-925-1-1615,16:47:21,16:47:21,,,F252-28,26,,,0,0,0,3,17254.83,0,,
20250407-Semaine-01-925-1-1615,16:47:42,16:47:42,,,F252-29,27,,,0,0,0,3,17563.18,0,,
20250407-Semaine-01-925-1-1615,16:47:58,16:47:58,,,F252-30,28,,,0,0,0,3,17796.688,0,,
20250407-Semaine-01-925-1-1615,16:48:45,16:48:45,,,F252-31,29,,,0,0,0,3,18490.223,0,,
20250407-Semaine-01-925-1-1615,16:49:17,16:49:17,,,F252-32,30,,,0,0,0,3,18964.223,0,,
20250407-Semaine-01-925-1-1615,16:49:49,16:49:49,,,F252-33,31,,,0,0,0,3,19435.23,0,,
20250407-Semaine-01-925-1-1615,16:51:08,16:51:08,,,F251-33,32,,,0,0,0,3,20614.738,0,,
20250407-Semaine-01-925-1-1615,16:51:28,16:51:28,,,F251-34,33,,,0,0,0,3,20904.125,0,,
20250407-Semaine-01-925-1-1615,16:52:09,16:52:09,,,F251-35,34,,,0,0,0,3,21508.85,0,,
20250407-Semaine-01-925-1-1615,16:53:21,16:53:21,,,F251-36,35,,,0,0,0,3,22568.56,0,,
20250407-Semaine-01-925-1-1615,16:54:24,16:54:24,,,F251-37,36,,,0,0,0,3,23510.574,0,,
20250407-Semaine-01-925-1-1615,16:55:00,16:55:00,,,F251-38,37,,,0,0,0,3,24031.475,1,,
20250407-Semaine-01-925-1-1615,16:55:00,16:55:00,,,F251-39,38,,,0,0,0,3,24032.473,0,,
20250407-Semaine-01-925-1-1615,16:55:33,16:55:33,,,F251-40,39,,,0,0,0,3,24743.973,0,,
20250407-Semaine-01-925-1-1615,16:56:49,16:56:49,,,F241-23,40,,,0,0,0,3,26372.525,0,,
20250407-Semaine-01-925-1-1615,16:57:06,16:57:06,,,F241-24,41,,,0,0,0,3,26735.76,0,,
20250407-Semaine-01-925-1-1615,16:57:17,16:57:17,,,F241-02,42,,,0,0,0,3,26964.064,0,,
20250407-Semaine-01-925-1-1615,16:57:52,16:57:52,,,FL241-01,43,,,0,0,0,3,27714.89,0,,
20250407-Semaine-01-925-1-1615,16:58:00,16:58:00,,,F241-25,44,,,0,0,0,3,27874.482,1,,
20250407-Semaine-01-925-1-1615,16:58:10,16:58:10,,,F241-08,45,,,0,0,0,3,28020.68,0,,
20250407-Semaine-01-925-1-1615,16:58:53,16:58:53,,,F241-26,46,,,0,0,0,3,28617.023,0,,
20250407-Semaine-01-925-1-1615,17:01:46,17:01:46,,,F231-16,47,,,0,0,0,3,31020.982,0,,
20250407-Semaine-01-925-1-1615,17:02:43,17:02:43,,,F231-14,48,,,0,0,0,3,31816.12,0,,
20250407-Semaine-01-925-1-1615,17:04:00,17:04:00,,,F231-01,49,,,0,0,0,3,32873.594,1,,
20250407-Semaine-01-925-1-1615,17:04:45,17:04:45,,,F231-13,50,,,0,0,0,3,33962.473,0,,
20250407-Semaine-01-925-1-1615,17:07:12,17:07:12,,,F213-10,51,,,0,0,0,3,37461.094,0,,
20250407-Semaine-01-925-1-1615,17:08:00,17:08:00,,,F213-15,52,,,0,0,0,3,38590.445,1,,
20250407-Semaine-01-925-1-1615,17:08:22,17:08:22,,,F213-08,53,,,0,0,0,3,38922.58,0,,
20250407-Semaine-01-925-1-1615,17:09:13,17:09:13,,,F213-13,54,,,0,0,0,3,39671.195,0,,
20250407-Semaine-01-925-1-1615,17:10:14,17:10:14,,,F213-07,55,,,0,0,0,3,40574.293,0,,
20250407-Semaine-01-925-1-1615,17:11:00,17:11:00,,,F213-06,56,,,0,0,0,3,41243.88,1,,
20250407-Semaine-01-925-1-1615,17:12:40,17:12:40,,,F213-04,57,,,0,0,0,3,42294.664,0,,
20250407-Semaine-01-925-1-1615,17:13:09,17:13:09,,,F213-12,58,,,0,0,0,3,42595.03,0,,
20250407-Semaine-01-925-1-1615,17:14:00,17:14:00,,,F213-01,59,,,0,0,0,3,43128.902,1,,
20250407-Semaine-01-931-0-0720,07:20:00,07:20:00,,,F312-01,0,,,0,0,0,3,0,1,,
20250407-Semaine-01-931-0-0720,07:21:23,07:21:23,,,F301-36,1,,,0,0,0,3,1451.062,0,,
20250407-Semaine-01-931-0-0720,07:22:06,07:22:06,,,F301-02,2,,,0,0,0,3,2192.8318,0,,
20250407-Semaine-01-931-0-0720,07:22:30,07:22:30,,,F301-51,3,,,0,0,0,3,2611.3496,0,,
20250407-Semaine-01-931-0-0720,07:23:00,07:23:00,,,F301-38,4,,,0,0,0,3,3128.5178,1,,
20250407-Semaine-01-931-0-0720,07:23:44,07:23:44,,,F301-39,5,,,0,0,0,3,3455.7388,0,,
20250407-Semaine-01-931-0-0720,07:25:20,07:25:20,,,F301-42,6,,,0,0,0,3,4168.504,0,,
20250407-Semaine-01-931-0-0720,07:26:13,07:26:13,,,F301-44,7,,,0,0,0,3,4556.9,0,,
20250407-Semaine-01-931-0-0720,07:27:00,07:27:00,,,F301-46,8,,,0,0,0,3,4902.9946,0,,
20250407-Semaine-01-931-0-0720,07:27:54,07:27:54,,,F301-48,9,,,0,0,0,3,5299.7505,0,,
20250407-Semaine-01-931-0-0720,07:28:28,07:28:28,,,F302-47,10,,,0,0,0,3,5552.2236,0,,
20250407-Semaine-01-931-0-0720,07:29:19,07:29:19,,,F302-48,11,,,0,0,0,3,5926.437,0,,
20250407-Semaine-01-931-0-0720,07:30:00,07:30:00,,,F302-49,12,,,0,0,0,3,6227.3877,1,,
20250407-Semaine-01-931-0-0720,07:30:54,07:30:54,,,F302-51,13,,,0,0,0,3,6936.007,0,,
20250407-Semaine-01-931-0-0720,07:31:42,07:31:42,,,F302-03,14,,,0,0,0,3,7550.0366,0,,
20250407-Semaine-01-931-0-0720,07:32:00,07:32:00,,,F302-05,15,,,0,0,1,1,7777.5825,1,,
20250407-Semaine-01-931-0-0720,07:36:10,07:36:10,,,F913-06,16,En transit - Descente seulement,,1,0,1,1,10947.819,0,,
20250407-Semaine-01-931-0-0720,07:37:00,07:37:00,,,F913-26,17,En transit - Descente seulement,,1,0,1,1,11574.146,1,,
20250407-Semaine-01-931-0-0720,07:38:32,07:38:32,,,F913-08,18,En transit - Descente seulement,,1,0,1,1,12396.846,0,,
20250407-Semaine-01-931-0-0720,07:42:07,07:42:07,,,F913-09,19,En transit - Descente seulement,,1,0,1,1,14303.794,0,,
20250407-Semaine-01-931-0-0720,07:45:00,07:45:00,,,F913-01,20,En transit - Descente seulement,,1,0,1,1,15836.233,1,,
20250407-Semaine-01-931-1-1720,17:20:00,17:20:00,,,F913-01,0,,,0,1,1,1,0,1,,
20250407-Semaine-01-931-1-1720,17:25:38,17:25:38,,,F913-10,1,,,0,1,1,1,2885.28,0,,
20250407-Semaine-01-931-1-1720,17:29:13,17:29:13,,,F913-07,2,,,0,1,1,1,4708.5605,0,,
20250407-Semaine-01-931-1-1720,17:31:00,17:31:00,,,F913-25,3,,,0,1,1,1,5618.898,1,,
20250407-Semaine-01-931-1-1720,17:31:54,17:31:54,,,F913-05,4,,,0,1,1,1,6299.212,0,,
20250407-Semaine-01-931-1-1720,17:36:00,17:36:00,,,F302-06,5,,,0,0,0,3,9393.921,1,,
20250407-Semaine-01-931-1-1720,17:36:16,17:36:16,,,F302-04,6,,,0,0,0,3,9600.284,0,,
20250407-Semaine-01-931-1-1720,17:37:04,17:37:04,,,F302-50,7,,,0,0,0,3,10208.89,0,,
20250407-Semaine-01-931-1-1720,17:38:00,17:38:00,,,F302-53,8,,,0,0,0,3,10914.849,1,,
20250407-Semaine-01-931-1-1720,17:38:44,17:38:44,,,F302-02,9,,,0,0,0,3,11263.626,0,,
20250407-Semaine-01-931-1-1720,17:39:26,17:39:26,,,F302-60,10,,,0,0,0,3,11591.201,0,,
20250407-Semaine-01-931-1-1720,17:40:00,17:40:00,,,F301-47,11,,,0,0,0,3,11851.807,1,,
20250407-Semaine-01-931-1-1720,17:40:43,17:40:43,,,F301-45,12,,,0,0,0,3,12245.208,0,,
20250407-Semaine-01-931-1-1720,17:41:20,17:41:20,,,F301-43,13,,,0,0,0,3,12588.243,0,,
20250407-Semaine-01-931-1-1720,17:42:06,17:42:06,,,F301-41,14,,,0,0,0,3,13001.146,0,,
20250407-Semaine-01-931-1-1720,17:43:27,17:43:27,,,F301-40,15,,,0,0,0,3,13743.506,0,,
20250407-Semaine-01-931-1-1720,17:44:00,17:44:00,,,F301-37,16,,,0,0,0,3,14040.505,1,,
20250407-Semaine-01-931-1-1720,17:44:28,17:44:28,,,F301-50,17,,,0,0,0,3,14534.594,0,,
